,Unnamed: 0,class,question,sub_class,pos,ner
1659,1659,ENTY,Como se chama a fobia à gravidade ?,dismed,"['SCONJ', 'PRON', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1660,1660,HUM,Que compositor compôs “Cânone em Ré Maior” ?,ind,"['SCONJ', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'MISC', '', '', '', '', '']"
1661,1661,DESC,O que é que Rocky Marciano não fez na sua carreira no boxe ?,desc,"['X', 'PRON', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'ADV', 'VERB', 'DET', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', 'PER', 'PER', '', '', '', '', '', '', '', '']"
1662,1662,LOC,Onde nascem todas as enguias europeias e americanas ?,other,"['ADV', 'VERB', 'DET', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1663,1663,HUM,Quem é o autor do romance “Far From the Madding Crowd” ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '', '']"
1664,1664,DESC,Qual é a definição de “detalhes gráficos” ?,def,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
1665,1665,ENTY,O que era “America 's recessed-filter cigarette” ?,product,"['X', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'X', 'VERB', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '', '']"
1666,1666,ENTY,Que tipo de cão é Scooby Doo ?,animal,"['SCONJ', 'PROPN', 'ADP', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '']"
1667,1667,DESC,Qual é a função do apêndice ?,reason,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'ADP', 'PUNCT']","['', '', '', '', '', '', '']"
1668,1668,HUM,Que herdeiro de uma loja de departamentos é o responsável por retirar um cofre de três toneladas dos destroços do naufrágio do Andrea Doria ?,ind,"['SCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1669,1669,ENTY,Que sexo tem o dobro da probabilidade de apanhar lepra ?,other,"['SCONJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
1670,1670,LOC,Qual foi a primeira cidade é ser fretada no Vermonte ?,city,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'AUX', 'AUX', 'VERB', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'MISC', 'MISC']"
1671,1671,LOC,Que estado tem a mais longa linha costeira dos Grandes Lagos ?,state,"['SCONJ', 'NOUN', 'VERB', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'LOC', 'LOC', '']"
1672,1672,LOC,Que estado dos E.U.A. começa com a letra G ?,state,"['SCONJ', 'NOUN', 'ADP', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', 'LOC', 'LOC', 'LOC', '', '', '', '', 'MISC', 'MISC']"
1673,1673,NUM,Quantos tipos de gémeos existem ?,count,"['PROPN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT']","['MISC', '', '', '', '', '']"
1674,1674,DESC,O que é um ludião ?,def,"['X', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
1675,1675,LOC,Quais são as maiores bibliotecas dos E.U.A. ?,other,"['SCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
1676,1676,NUM,Quantas pessoas vivem nas Ilhas Malvinas ?,count,"['DET', 'NOUN', 'VERB', 'ADV', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', '']"
1677,1677,HUM,Camp David tem esse nome graças a quem ?,ind,"['PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADV', 'ADP', 'PRON', 'PUNCT']","['LOC', 'LOC', '', '', '', '', '', '', '']"
1678,1678,ENTY,De que documento é que o Presidente Andrew Johnson queria uma cópia debaixo da sua cabeça no seu funeral ?,cremat,"['ADP', 'PRON', 'NOUN', 'VERB', 'SCONJ', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'PER', 'PER', 'PER', '', '', '', '', '', '', '', '', '', '', '']"
1679,1679,HUM,Quem interpretava “o homem sem rosto” no filme com o mesmo nome ?,ind,"['PRON', 'VERB', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1680,1680,DESC,O que é que aconteceu em Dogtown em 1899. que tornou esse ano memorável ?,desc,"['X', 'PRON', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', 'LOC', '', '', '', '', '', '', '', '', '']"
1681,1681,ENTY,Que roda inventou Blaise Pascal na busca do movimento eterno ?,other,"['SCONJ', 'VERB', 'VERB', 'PROPN', 'PROPN', 'DET', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', 'PER', 'PER', '', '', '', '', '', '']"
1682,1682,NUM,Qual era o salário mínimo em 1991 ?,money,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NUM', 'PUNCT']","['', '', '', '', '', '', '', '']"
1683,1683,NUM,Em que ano se patenteou pela primeira vez o sistema de abertura das latas ?,date,"['ADP', 'PRON', 'ADV', 'PRON', 'VERB', 'ADV', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1684,1684,LOC,Que país tem mais barragens ?,country,"['SCONJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
1685,1685,NUM,Qual o preço normal ?,money,"['VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '']"
1686,1686,LOC,Que monumento de Metropolis foi mencionado pela primeira vez nos desenhos animados do Super-Homem nos anos 40 ?,other,"['SCONJ', 'NOUN', 'ADP', 'PROPN', 'AUX', 'VERB', 'ADJ', 'ADP', 'NOUN', 'PRON', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PRON', 'NOUN', 'NUM', 'PUNCT']","['', '', '', 'LOC', '', '', '', '', '', '', '', '', '', 'PER', '', '', '', '']"
1687,1687,LOC,Onde se localiza Moçambique ?,other,"['ADV', 'PRON', 'VERB', 'PROPN', 'PUNCT']","['', '', '', 'LOC', '']"
1688,1688,DESC,Como se pode identificar a anorexia ?,manner,"['ADV', 'PRON', 'AUX', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
1689,1689,ENTY,Que presença habitual no Mary Tyler Moore Show foi dado a conhecer ao mundo como Tadeus Wladyslaw Konopka ?,cremat,"['SCONJ', 'NOUN', 'ADJ', 'PRON', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'VERB', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'PER', 'PER', 'PER', 'PER', '', '', '', '', '', '', '', '', 'PER', 'PER', 'PER', '']"
1690,1690,LOC,Em que cidade se encontra a Declaração da Independência dos E.U.A ?,city,"['ADP', 'PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC']"
1691,1691,DESC,Qual é a maior variedade de cactus ?,def,"['X', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1692,1692,HUM,Quem ganhou a primeira World Series ?,ind,"['PRON', 'VERB', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'MISC', 'MISC', '']"
1693,1693,ENTY,O que é que Aaron Hass escreveu ?,cremat,"['X', 'PRON', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', '', '', 'PER', 'PER', '', '']"
1694,1694,HUM,Quem é Samuel Pickering ?,desc,"['PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', 'PER', 'PER', '']"
1695,1695,HUM,Quais eram os negócios de Sky Hawks ?,gr,"['SCONJ', 'VERB', 'DET', 'SYM', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '']"
1696,1696,HUM,Quem disse a frase “I never met a man I did n't like” ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'X', 'X', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'PER', 'PER', '', '', '', '', '']"
1697,1697,ENTY,"Que jardineiras foram apelidades Dugri, um subúrbio de Bombaim ?",other,"['SCONJ', 'NOUN', 'VERB', 'VERB', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', 'PER', '', '', '', '', 'LOC', '']"
1698,1698,DESC,Por que razão é que o topo dos prédios liberta vapor depois de uma grande tempestade ?,reason,"['ADP', 'PRON', 'NOUN', 'ADP', 'SCONJ', 'DET', 'NOUN', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1699,1699,LOC,Qual era a nacionalidade de Jackson Pollock ?,country,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '']"
1700,1700,NUM,Qual a percentagem da Terra que está permanentemente congelada ?,count,"['SCONJ', 'DET', 'NOUN', 'ADP', 'PROPN', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '']"
1701,1701,ENTY,Qual é a relação entre New Krypton e Daxam ?,other,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '', 'MISC', 'MISC']"
1702,1702,NUM,Quando nasceu a Rainha Victória ?,date,"['ADV', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'PER', 'PER', '']"
1703,1703,NUM,Quantas pessoas foram executadas antes do assassinato de Abraham Lincoln ?,count,"['DET', 'NOUN', 'AUX', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1704,1704,DESC,O que tem que fazer um dealer de blackjack em Las Vegas quando chega ao 16 ?,desc,"['X', 'PRON', 'AUX', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADV', 'VERB', 'ADP', 'DET', 'NUM', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'LOC', 'LOC', '', '', '', '', '', '']"
1705,1705,LOC,O que é que vale apena ver em Reims ?,other,"['X', 'PRON', 'ADP', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'LOC', '']"
1706,1706,ENTY,Que tipo de artista é Ileana Cotrubas ?,other,"['SCONJ', 'PROPN', 'ADP', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '']"
1707,1707,NUM,Quando foi reunificado o Iémen ?,date,"['ADV', 'AUX', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', '']"
1708,1708,ENTY,Super Skrunch e Peanut Butter Oompas eram goloseimas de que linha de produtos ?,food,"['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'ADP', 'SCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', 'PER', 'PER', 'PER', '', '', '', '', '', '', '', '']"
1709,1709,DESC,Por que motivo é que a igreja Anglicana se separou do Vaticano ?,reason,"['ADP', 'PRON', 'NOUN', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PROPN', 'PRON', 'VERB', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '', '', '', 'LOC', '']"
1710,1710,HUM,Que organização tem um Conselho de Segurança ?,gr,"['SCONJ', 'NOUN', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', 'ORG', 'ORG', 'ORG', '']"
1711,1711,DESC,Como posso encontrar o preço de diferentes órgãos doados ?,manner,"['ADV', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
1712,1712,HUM,Que dealer mexicano foi morto em 1923 ?,ind,"['SCONJ', 'NOUN', 'ADJ', 'AUX', 'VERB', 'ADP', 'NUM', 'PUNCT']","['', '', '', '', '', '', '', '']"
1713,1713,ABBR,O que significa NECROSIS,exp,"['X', 'PRON', 'VERB', 'PROPN']","['', '', '', 'MISC']"
1714,1714,DESC,O que é magnetar ?,def,"['X', 'PRON', 'VERB', 'VERB', 'PUNCT']","['', '', '', '', '']"
1715,1715,ENTY,Que feudo terminou com um casamento em Kentucky em 21. de Março de 1891 ?,event,"['SCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NUM', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '', '', '', '', 'LOC', '', '', '']"
1716,1716,ENTY,De que cor é a lista que percorre cada lado do corpo do salmão Coho ?,color,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'ADJ', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', 'MISC', 'MISC']"
1717,1717,NUM,Qual é o salário mínimo federal ?,money,"['ADV', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '']"
1718,1718,ENTY,Qual é a abreviatura de Mississippi ?,termeq,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
1719,1719,NUM,Quais foram as estatísticas do desemprego entre os anos 1965. e 1990 ?,other,"['SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'SYM', 'NUM', 'PUNCT', 'PUNCT', 'NUM', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1720,1720,LOC,Onde se localiza Santa Lucia ?,other,"['ADV', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'LOC', 'LOC', '']"
1721,1721,HUM,Que pintura produziu quadros “primitivos” da vida rural em New England ?,ind,"['SCONJ', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'LOC', 'LOC', '']"
1722,1722,HUM,Qual é o nome dos dois velhos que aparecem na série de TV “Os Marretas” ?,ind,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'SYM', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1723,1723,ENTY,Em que guerra aconteceram batalhas em Parrot 's Beak e Black Virgin ?,event,"['ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'X', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', '', 'MISC', 'MISC', 'MISC']"
1724,1724,DESC,O que se deve gritar em Madrid para arranjar um táxi ?,desc,"['X', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '', '', '', '', '']"
1725,1725,NUM,Qual é a potência dos foguetes propulsores ?,other,"['ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '']"
1726,1726,NUM,Em que ano começou o Apartheid ?,date,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', 'MISC', '']"
1727,1727,HUM,Quem foi o criador do Big Ben ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '']"
1728,1728,LOC,Que cidade se encontra na cidade de OZ ?,city,"['SCONJ', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '']"
1729,1729,DESC,O que é que aconteceu à antigamente popular Yale Lock Company ?,desc,"['X', 'PRON', 'ADP', 'NOUN', 'VERB', 'ADP', 'ADV', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '']"
1730,1730,HUM,Que equipa da Marvel é vagamente baseada na Liga da Justiça da DC ?,gr,"['SCONJ', 'NOUN', 'ADP', 'PROPN', 'AUX', 'ADV', 'VERB', 'ADP', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', 'ORG', '', '', '', '', 'ORG', 'ORG', 'ORG', '', 'ORG', '']"
1731,1731,ENTY,O que é que ganhava um atleta azteca do século XVI por conseguir fazer atravessar uma bola de borracha através de um arco ?,other,"['X', 'PRON', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'VERB', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1732,1732,LOC,"Que populoso estado tem uma área de 49, 576. milhas quadradas ?",state,"['SCONJ', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1733,1733,HUM,Que equipa universitária de futebol se tornou uma grande potência por mérito de Knute Rockne ?,gr,"['SCONJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1734,1734,LOC,Em que estado ocorreu um derramamento de óleo de 11. milhões de galões ?,state,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1735,1735,NUM,Quando é que Aldous Huxley escreveu “O Maravilhoso Mundo Novo” ?,date,"['ADV', 'ADP', 'SCONJ', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'PER', 'PER', '', '', 'MISC', 'MISC', 'MISC', 'MISC', '', '']"
1736,1736,LOC,A que país é que os antigos Romanos se referiam como Hibérnia ?,country,"['ADP', 'PRON', 'NOUN', 'VERB', 'SCONJ', 'DET', 'ADJ', 'SYM', 'PRON', 'VERB', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '', '', '', 'LOC', '']"
1737,1737,HUM,Em que negócio de alto risco é que Jimmy the Greek apostou e perdeu ?,gr,"['ADP', 'PRON', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'SCONJ', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'CCONJ', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '', '', '', '']"
1738,1738,ENTY,A que é que os chefes chamam The Master Spice ?,food,"['ADP', 'PRON', 'ADP', 'NOUN', 'DET', 'SYM', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC']"
1739,1739,ABBR,Qual é a abreviatura de General Motors ?,abb,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '']"
1740,1740,DESC,O que é um chapéu Devo ?,def,"['X', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'MISC', 'MISC']"
1741,1741,NUM,Quanto durou o maior ataque de soluços ?,period,"['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1742,1742,ENTY,Que tipo de armas eram utilizadas nas guerras mediavais ?,other,"['SCONJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
1743,1743,NUM,Quantas pessoas vivem em Tóquio ?,count,"['DET', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', '']"
1744,1744,HUM,Que actriz com um chapéu de frutas era conhecida como “The Brazilian Bombshell” ?,ind,"['SCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '', '']"
1745,1745,ENTY,De que animais descedem os pássaros ?,animal,"['ADP', 'PRON', 'PROPN', 'VERB', 'DET', 'SYM', 'PUNCT']","['', '', '', '', '', '', '']"
1746,1746,HUM,Quando Tutankhamun esteve em exposição nos E.U.A. qual foi a empresa que o transportou ?,gr,"['ADV', 'PROPN', 'VERB', 'ADP', 'NOUN', 'PRON', 'PROPN', 'ADV', 'VERB', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB', 'PUNCT']","['', 'LOC', '', '', '', '', 'LOC', '', '', '', '', '', '', '', '']"
1747,1747,ENTY,Que filme de Kevin Costner fala dos Índios Sioux ?,cremat,"['SCONJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'PER', 'PER', '', '', 'LOC', 'LOC', '']"
1748,1748,HUM,Quem desempenhou o papel que dá nome ao filme My Favorite Martin ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '']"
1749,1749,DESC,Como funciona uma calculadora científica ?,manner,"['ADV', 'VERB', 'DET', 'ADJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '']"
1750,1750,ENTY,Como se chama a fobia a peles de animais ?,dismed,"['SCONJ', 'PRON', 'VERB', 'ADP', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
1751,1751,HUM,Quem inventou o jogo Scrabble ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', 'MISC', 'MISC']"
1752,1752,ENTY,Em que parte do vestuário é que os cowboys do Velho Oeste usavam “pothooks” ?,other,"['ADP', 'PRON', 'NOUN', 'ADP', 'NOUN', 'VERB', 'SCONJ', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'LOC', 'LOC', '', '', '', '', '']"
1753,1753,NUM,Quando é que os humanos começaram a escrever seriamente de história ?,date,"['ADV', 'ADP', 'NOUN', 'DET', 'SYM', 'AUX', 'ADP', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '']"
1754,1754,DESC,Por que motivo temos que frequentar a escola ?,reason,"['ADP', 'PRON', 'NOUN', 'AUX', 'SCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1755,1755,DESC,O que é o modelo de Toulmin ?,def,"['X', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'PER', '']"
1756,1756,ENTY,O corgi é uma raça de quê ?,other,"['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'PUNCT']","['', '', '', '', '', '', '', '']"
1757,1757,LOC,Que cidade dos E.U.A. teve recentemente o maior crescimento ?,city,"['SCONJ', 'NOUN', 'ADP', 'PROPN', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', 'LOC', '', '', '', '', '', '']"
1758,1758,DESC,O que é um dangling participle ?,def,"['X', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '']"
