,class,question,sub_class
1212,ENTY,O que é que os The Gas House Gang tocam ?,other
1213,NUM,Quantos metros quadrados tem a casa do Bill Gates ?,count
1214,HUM,"Qual é o nome do filho do actor Rex Harrison, que entrou num program de TV  relativamente famoso durante os finais dos anos 60 ?",ind
1215,DESC,Qual é o número romano mais alto ?,def
1216,ENTY,Qual a modalidade de bridge mais famosa ?,other
1217,HUM,Quem inventou o forno ?,ind
1218,HUM,Que comediante tem a fama legendária de roubar piadas ?,ind
1219,LOC,Onde posso encontrar informação sobre o ciclone que atingiu New Jersey em  8/28/1941 ?,other
1220,NUM,O Boxing Day celebras-se em que data ?,date
1221,ENTY,Quais foram aprovadas as primeiras dez emendas ?,cremat
1222,ENTY,Qual é o outro nome da síndrome do túnel do carpo ?,dismed
1223,DESC,Qual é a diferença entre granizo e chuva congelada ?,desc
1224,DESC,Como é o motor do novo Ford Econoline van F25. V1 ?,manner
1225,HUM,Que rei foi obrigado a concordar com a Magna Carta ?,ind
1226,HUM,Quem foi o primeiro cidadão honorário dos E.U.A. ?,ind
1227,ENTY,Em que jogo é que Garry Kasparov é mesmo muito bom ?,sport
1228,LOC,Onde estava Richard Nixon quando Gerald Ford se tornou presidente ?,other
1229,NUM,"Em termos de área, em que lugar da classificação dos países do mundo se encontram os E.U.A. ?",ord
1230,ENTY,Em que romance Ian Fleming introduz James Bond ?,cremat
1231,NUM,Qual foi a taxa-alvo de crescimento do M3. em 1992 ?,perc
1232,HUM,Que equipe de basebol era normalmente apelidada pelos seus fãs frustados de “dem bums” ?,gr
1233,HUM,"Diga o nome do académico de cujas traduções literais de Chinês e japonês, Ezra Pound dependia ?",ind
1234,NUM,Quando é que Israel começou a entregar a Faixa de Gaza e Jericó à PLO ?,date
1235,DESC,Quais são as principais diferenças entre as religiões Católica e Metodista ?,desc
1236,HUM,Diga o nome da personagem de On Stage cuja cara nunca foi vista.,ind
1237,NUM,Quanta energia é libertada quando o oxigénio e o hidrogénio se misturam ?,count
1238,HUM,Qual é o melhor negócio que se pode começar na internet ?,gr
1239,DESC,O que significa Vénus Retrograde ?,def
1240,HUM,Quem é conhecido como “ the world 's oldest teenager” ?,ind
1241,LOC,Quais são as maiores cervejarias do mundo ?,other
1242,DESC,O que significa Las Vegas ?,def
1243,DESC,O que significa a palavra “meta” ?,def
1244,ENTY,O que mantém as nuvens no ar ?,other
1245,ENTY,Qual é o termo para designar uma figura com quatro lados ?,termeq
1246,ENTY,Que instrumento toca Ray Charles ?,instru
1247,LOC,Que país é conhecido como The Silver Fox ?,country
1248,LOC,Que edíficio está apropriadamente retratado na parte de trás das notas de 1. dólar ?,other
1249,DESC,O que é uma “graduate school” ?,def
1250,DESC,Qual é a diferença entra a pizza ao estilo de Nova Iorque e ao estilo de Chicago ?,desc
1251,HUM,Que proprietário de uma equipa de basebol e marinheiro é mais conhecido como The Mouth of the South ?,ind
1252,ENTY,Que tipo de apostas se fazem nas corridas de cavalos ?,sport
1253,ENTY,Que tipo de chapéu usa Bat Masterson ?,product
1254,HUM,Quem estava com Patricia Hearst na noite em que ela foi raptada ?,ind
1255,HUM,Qual é o primeiro nome de Viking Prince ?,ind
1256,ABBR,O que significa a abreviatura cwt. ?,exp
1257,ENTY,Em que publicidade de um desodorizante dois vizinhos têm armários para os medicamentos comunicantes ?,other
1258,LOC,Onde é que se localiza Rider College ?,other
1259,HUM,De que boxista a história da sua vida se intitula Raging Bull ?,ind
1260,DESC,Por que motivo algumas escolas de San Diego deixaram de servir maçãs ?,reason
1261,HUM,Quem recomendou aos seus ouvintes para “see the U.S.A. in your Chevrolet” ?,ind
1262,LOC,Onde surgiu o primeiro restaurante ?,other
1263,LOC,Onde posso encontrar um esquema escrito completo sobre CTBT ?,other
1264,NUM,Quantos cavalos morreram durante a guerra civil ?,count
1265,NUM,Quanto esterco produz em média por dia uma vaca leiteira ?,count
1266,HUM,Que laureado com o Nobel foi expulso das Filipinas antes de uma conferência em Timor ?,ind
1267,HUM,"Qual foi a mulher que deu mais vezes à luz gémeos, trigémeos, etc ?",ind
1268,NUM,Quantos minutos tinha o relógio original GE College Bowl ?,count
1269,NUM,Em média quanto tempo demora um homem a ejacular ?,period
1270,LOC,Qual é o site do Tribunal Internacional de Justiça ?,other
1271,LOC,Onde se encontram as 8. das 10. montanhas mais altas do mundo ?,other
1272,LOC,Onde posso encontrar um calendário perpétuo ?,other
1273,NUM,Quantos astronautas já estiveram na lua ?,count
1274,NUM,Em que ano aconteceu o motim de Bounty ?,date
1275,ENTY,Qual é a única substância que dá à comida o seu “sabor” quando é comida ?,substance
1276,DESC,Como se faz referência a um website ?,manner
1277,DESC,O que é um pandoro ?,def
1278,ABBR,O que significam as letras ZIP na frase “ZIP code” ?,exp
1279,HUM,Que rei Bourbon foi restaurado no trono Francês durante a abdicação de Napoleão ?,ind
1280,LOC,Qual é uma das cidades onde se situa a Universidade de Minnesota ?,city
1281,DESC,Qual é a letra da canção “My Way” escrita por Paul Anka ?,desc
1282,DESC,Como posso colocar um piso de azulejo ?,manner
1283,ENTY,Qual é a maneira mais rápida e fácil de tirar verniz da roupa ?,techmeth
1284,DESC,Por que motivo foi inventado o fecho de correr ?,reason
1285,ENTY,Qual é a primeira causa de morte em países industrializados ?,other
1286,ENTY,Diga o nome de quatro gatos famosos dos desenhos animados.,animal
1287,HUM,Que filha de Henrique VIII e Ana Bolena se tornou rainha de Inglaterra ?,ind
1288,DESC,Como é que “stat” passou a ser usado como expressão sinónima de rápido ?,manner
1289,HUM,Qual é a alcunha mais comum para as equipas de futebol universitárias dos E.U.A. ?,gr
1290,DESC,Qual é a diferença entre o Supremo Tribunal de Justiça dos E.U.A. o Thurgood Marshall ?,desc
1291,LOC,Qual é o site mais útil da internet ?,other
1292,LOC,Qual é o ponto mais alto do mundo ?,mount
1293,DESC,O que era um Mae West numa batalha naval da Segunda Guerra Mundial ?,def
1294,DESC,Defina cosmologia.,def
1295,HUM,"Que comediante roubou as atenções ao discurso inaugural de Dwight D. Eisenhower, dando à luz o seu primeiro filho ?",ind
1296,DESC,O que são números amigáveis ?,def
1297,NUM,Onde se realizaram os Jogos Olímpicos em que Nadia Comaneci se tornou popular ?,date
1298,LOC,"Onde se encontra o Castelo Hearst, construído pelo editor William Randolph Hearst ?",other
1299,LOC,Qual é a maior cidade dos E.U.A. nos Grandes Lagos ?,city
1300,HUM,Quem cantou sobre Desmond e Molly Jones ?,ind
1301,ENTY,"Que revista nos dá “the cream, not the skim” ?",cremat
1302,ENTY,O que é que a técnica da “fusão a frio” produz ?,techmeth
1303,HUM,Que designer de roupa decidiu que Michael Jackson deveria usar apenas uma luva ?,ind
1304,ENTY,"Que métrica usou Shakespeare para escrever: “To be , or not to be , that is the question...” ?",other
1305,NUM,Quantas filas de buracos tem um rolo de um filme de 35. milímetros ?,count
1306,NUM,Qual é a população de cabras no mundo ?,count
1307,HUM,Que empresa é a patrocinadora original do Super-homem na TV ?,gr
1308,ENTY,Que termo usa um Checo para descrever um Polaco ?,termeq
1309,LOC,Quem mar separa Nápoles de Argel ?,other
1310,NUM,Quantos advogados existem no estado de New Jersey ?,count
1311,ENTY,Quais são os elementos mais comuns na água do mar ?,substance
1312,DESC,Descreva a aparência do músico Finlandês Salonen.,desc
1313,DESC,Qual é a origem da categoria étnica “caucasiano” ?,desc
1314,DESC,O que é uma stratocaster ?,def
1315,ENTY,Que tipo de ciência é a cosmologia ?,other
1316,HUM,Diga o nome da escultora cega que se apaixonou pela Coisa do Quarteto Fantástico.,ind
1317,ENTY,Qual é o segundo elemento mais leve ?,substance
1318,ENTY,O que é um twirl no ballet ?,termeq
1319,ENTY,Qual é o nome de mercado da daminozida ?,product
1320,ENTY,Qual é o antigo nome do Zimbábue ?,termeq
1321,HUM,Que estrela da Associação Nacional de Basquetebol contou a sua história em Giant Steps ?,ind
1322,ENTY,De que animais é que os The Amazing Three se mascararam ?,animal
1323,DESC,De onde vem o nome bikini ?,manner
1324,NUM,Quando é que Fraze patenteou pela primeira vez o sistema de abertura de latas ?,date
1325,NUM,Quantos jogos se jogam num torneio de cinco equipas de round-robin ?,count
1326,HUM,Quem desenvolveu a primeira vacina contra a poliomielite ?,ind
1327,HUM,Quem fez o primeiro motor a gás ?,ind
1328,LOC,"Que país diz ser a pátria de Rubens, Van Dyck e Bruegel ?",country
1329,ENTY,Que guerra civil aconteceu de 1936. e 1939 ?,event
1330,NUM,Quantas perguntas tens na tua base de dados ?,count
1331,DESC,Como se formam as nuvens ?,manner
1332,LOC,Onde posso encontrar exemplos de casos sobre a Lei sobre a educação de indivíduos com dificuldades de aprendizagem ?,other
1333,HUM,Qual foi a primeira personagem que criou Tex Avery quando chegou à MGM ?,ind
1334,NUM,Quando aconteceu o incêndio na fábrica da Triangle Shirtwaist ?,date
1335,HUM,Que líder espiritual e político casou com 13. anos de idade ?,ind
1336,LOC,Onde se encontra Ocho Rios ?,other
1337,DESC,O que é half-life de P-32 ?,def
1338,LOC,Com que oceano é que a Mauritânia faz fronteira ?,other
1339,DESC,Por que motivo a panela de pressão poupa tempo na cozinha ?,reason
1340,DESC,Por que motivo o júri de casos criminais é composto por 12. pessoas ?,reason
1341,DESC,Em que é que acreditam os cientistas cristãos ?,desc
1342,ENTY,"Em que batalha da Primeira Guerra Mundial morreram 6,0. soldados num só dia ?",event
1343,LOC,De que país faz parte o Kosovo ?,country
1344,LOC,De que cidade fica perto o Kentucky Horse Park ?,city
1345,ENTY,Que sistema operativo se encontra instalado na maioria dos computadores ?,product
1346,LOC,Qual é o e-mail de Bill Gross ?,other
1347,DESC,Qual é o impacto económico do desemprego na ecónomia ?,desc
1348,ABBR,O que é que as letras D.C. em Washington D.C. significam ?,exp
1349,ENTY,Que animais conseguem viver mais tempo sem comida ?,animal
1350,HUM,Que rainha inglesa teve dezassete filhos ?,ind
1351,NUM,"Qual é aproximadamente a população de Las Vegas, N.M. ?",other
1352,NUM,Quanto ganha o Presidente ?,money
1353,HUM,Quais são os dois jogadores no basebol que constituem os batedores ?,ind
1354,ENTY,Qual é a maior letra na assinatura de Salvador Dali ?,letter
1355,ENTY,Qual é o nome mais comum do óxido de ferro ?,termeq
1356,NUM,Qual é a percentagem de crianças entre os dois e os onze anos que vê “Os Simpsons” ?,perc
1357,LOC,"Excluindo o Alasca, qual é o estado mais a norte dos E.U.A. ?",state
1358,LOC,Diga o nome de uma galeria de arte em Nova Iorque.,other
1359,HUM,Quem vende Viagra ?,ind
1360,ENTY,Que instrumento musical tocava Prewitt em From Here to Eternity de James Jones ?,instru
1361,DESC,O que é a Home Rule Act ?,def
1362,LOC,Em que edifício são corados os monarcas Britânicos ?,other
1363,DESC,O que são Bellworts ?,def
1364,HUM,Quem era Darius ?,desc
1365,ENTY,"Que filme conta a história da suposta filha do czar russo, Anna Anderson ?",cremat
1366,HUM,Para quem trabalhava Dita Beard ?,ind
1367,ENTY,Que tipo de animal é o Fulica ?,animal
1368,HUM,Diga o nome da universidade da qual Woodrow Wilson foi presidente.,gr
1369,LOC,Que país foi o primeiro a usar aviões como arma de guerra contra os Turcos na Líbia ?,country
1370,HUM,De que universidade é que Woodrow Wilson foi presidente ?,gr
1371,ENTY,Como se chama a fobia a doenças ?,dismed
1372,ENTY,De que tipo de carne Fray Bentos é sinónimo ?,food
1373,ENTY,O que é que Mr Magoo publicitou na TV para a General Electric ?,other
1374,DESC,Qual é a letra do hino Nacional Canadiano ?,desc
1375,ENTY,Qual é o nome do alfabeto Judaico ?,termeq
1376,HUM,Em que professor universitário é inspirada a personagem interpretada por Robin Williams em “O Clube dos Poetas Mortos” ?,ind
1377,NUM,Qual é o número de telefone da Columbia Tristar ?,code
1378,HUM,Diga o nome das cinco posições que estão na linha de sucessão à presidência.,title
1379,HUM,Qual foi o único dos sete astronautas no programa Mercury que não chegou a voar em nenhum dos vôos Mercury ?,ind
1380,HUM,Qual é o vilão mais famoso de 165. Gunpowder Plot ?,ind
1381,LOC,Qual é a capital do Burkina Faso ?,city
1382,LOC,Em que continente se encontra a Bolívia ?,other
1383,DESC,Por que motivo Muhammad Ali foi destituído do seu título e banido do boxe em 1967 ?,reason
1384,HUM,"Quem matou mais pessoas, Hitler ou Stalin ?",ind
1385,DESC,Por que razão é que a Shea & Gould fechou os seus escritórios em L.A. ?,reason
1386,ENTY,Qual é o único mamífero que não consegue saltar ?,animal
1387,LOC,Que estado dos E.U.A. tem mais louras ?,state
1388,ENTY,Em que guerra aconteceram batalhas em Parrot 's Beak e Black Virgin ?,event
1389,NUM,Qual foi a auto-estrada da morte nos E.U.A. Em 1969 ?,count
1390,DESC,O que significa o nome Kelly ?,def
1391,DESC,O que é uma falange ?,def
1392,HUM,Que comediante de bigode retratou Frankie em North to Alaska ?,ind
1393,NUM,Quanto custa cada uma das utilidades no Monopólio ?,money
1394,HUM,"Que actor e aviador na Segunda Guerra Mundial teve a cabeça posta a um prémio de $5,0.  por Hermann Goering ?",ind
1395,ABBR,O que significa e.g. ?,exp
1396,ENTY,Como se chama o nome da doença de um bebé que nasce sem cérebro ?,dismed
1397,DESC,Como se forma uma tempestade ?,manner
1398,HUM,Quem é Nicolo Paganini ?,desc
1399,LOC,Que cidade é muitas vezes chamada a The Insurance Capital of the World ?,city
1400,ENTY,Quais são os três animais em The Incredible Journey de Sheila Burnford ?,animal
1401,HUM,Quem representa Drácula nos filmes dos Hammer Studios ?,ind
1402,ENTY,Diga o nome de uma das Sete Maravilhas do Mundo Antigo ?,other
1403,NUM,Onde inicialmente se pensava que se encontravam os peixes na terra ?,date
1404,HUM,"De que Presidente a citação da Bíblia favorita era: “Come now , and let us reason together” ?",ind
1405,NUM,Quantos elevadores é necessário apanhar para chegar ao topo do Empire State Bilding ?,count
1406,HUM,Diga o nome da empresa de comida que viajou até à Georgia Soviética para filmar uma série de anúncios.,gr
1407,LOC,Em que país nasceu Sir Edmund Hillary ?,country
1408,ENTY,Como se chama a cria da foca ?,animal
1409,DESC,"Qual era a resposta correcta em Laugh-In à frase: “Say goodnight , Dick” ?",desc
1410,LOC,Em que cidade John F. Kennedy foi nomeado presidente ?,city
1411,NUM,Quanto dorme um cão ?,period
1412,ENTY,Que filme de Joseph L. Mankiewicz de 1963. custou $28. milhões ?,cremat
1413,HUM,Que empresa japonesa de electrónica tem o nome de uma cidade costeira a Nordeste de Tóquio ?,gr
1414,NUM,De quanto pode ser a multa por ter um cão na praia ?,money
1415,LOC,Onde aconteceu a batalha de Bulge ?,other
1416,NUM,Quanto é que a Califórnia vai ser no ano 2000 ?,count
1417,HUM,"Que escritor mistério escreveu: “...the glory that was Greece , and the grandeur that was Rome” ?",ind
1418,LOC,Que estado repleto de leite e mel era o destino em As Vinhas da Ira ?,state
1419,LOC,Qual é o edifício mais alto do Japão ?,other
1420,LOC,Onde se localiza a sede do Sinn Fein ?,other
1421,ENTY,Diga o nome da bebida favorita de Li'l Abner.,food
1422,ENTY,Quais foram os eventos mais importantes dos anos 30 ?,event
1423,NUM,Em que data os iraquianos atacaram o Kuwait ?,date
1424,ENTY,Que letra adorna a bandeira do Ruanda ?,letter
1425,DESC,O que é Deus ?,def
1426,LOC,De que país Darwin é a cidade mais a Norte ?,country
1427,ENTY,Que programa de televisão contava as vidas de Katy Holstrum e do congressista Glen Morley ?,cremat
1428,LOC,Que cidade do Kentucky se auto-apelidou The Horse Center of America ?,city
1429,NUM,Quantos queijos existem no jogo Trivial Pursuit ?,count
1430,ENTY,Qual é o elemento que mais abunda no sol ?,substance
1431,LOC,"Em que país europeu se encontra a cidade de Furth, onde os rios Rednitz e Pegnitz convergem ?",country
1432,LOC,Em que estado dos E.U.A. se encontra Dixville Notch ?,state
1433,LOC,"Onde se situva a República Cisalpina, 1979. a 1802 ?",other
1434,LOC,Qual é o maior centro comercial do mundo ?,other
1435,HUM,Como se chama o protagonista do “O Idiota” de Dostoevski ?,ind
1436,ENTY,Que casa de penalidade se encontra entre a Baltic Avenue a Reading Railroad no tabuleiro de Monopólio ?,other
1437,HUM,Que secretário de imprensa presidencial considerou que o Watergate era uma tentativa de furto de segunda categoria ?,ind
1438,DESC,O que é um suricato ?,def
1439,HUM,Quem era Jean Nicolet ?,desc
1440,ENTY,Que tipo de animal era Winnie the Pooh ?,animal
1441,HUM,Quais destes são escritores.,ind
1442,ENTY,Qual é a palavra do código de rádio internacional para designar a letra B ?,word
1443,HUM,Quem era o Humpty Dumpty original ?,ind
1444,DESC,O que é a memória cache ?,def
1445,ENTY,Como também é conhecido o aspartame ?,termeq
1446,LOC,Qual é a localização da Orange Bowl ?,other
1447,NUM,Quando é o aniversário do Presidente Nixon ?,date
1448,DESC,Qual é a origem da gíria do centro-oeste “you're darn tootin” ?,desc
1449,HUM,De quem é que “the cupboard was bare” ?,ind
1450,LOC,Quais são os sete mares ?,other
1451,ABBR,O que significa IBM ?,exp
1452,DESC,Qual é a diferença entre o jazz e o blues ?,desc
1453,DESC,Qual é a linguagem de programação do C ?,def
1454,HUM,Como se chama o filho adoptivo de Popeye ?,ind
1455,HUM,Quem é que inventou o aspirador ?,ind
1456,DESC,O que é uma caixa de empréstimo ?,def
1457,HUM,Que personagem ficcional do século II frequenta a escola Pencey Prep ?,ind
1458,NUM,Quantas pessoas nos E.U.A. dizem que a sua fonte preferencial de informação são os jornais ?,count
1459,HUM,A quem é que Antonio de Shakespeare pediu emprestado 300. ducados ?,ind
1460,LOC,Que país é conhecido como “Big Bear” ?,country
1461,ENTY,"O que é que se “derrete na boca, mas não nas mãos” ?",food
1462,NUM,Quantas vezes por dia se toma um medicamento que é receitado como “q.i.d.” ?,count
1463,DESC,Qual é a origem do átomo ?,desc
1464,HUM,Quem é o manager do projecto Voyager ?,ind
1465,HUM,Que estações de rádio transmitem Jim Bohannon Radio Talk Show ?,gr
1466,HUM,Quais foram os dois comandantes que dirigiram as tropas na Batalha de El Alamein ?,ind
1467,HUM,Diga o nome do criador de “Os Marretas”.,ind
1468,DESC,Como posso mandar um e-mail do yahoo.com para aol.com ?,manner
1469,HUM,Quem responde “Eu sei” à confissão da Princesa Leia “Eu amo-te” em O Império Contra-Ataca ?,ind
1470,DESC,Qual é o significado do nome Ella ?,def
1471,LOC,Qual é a cidade natal das Rockettes ?,other
1472,LOC,"Onde posso encontrar toda a informação que preciso sobre a Guerra Civil Inglesa, 1642-1649 ?",other
1473,HUM,Qual é o nome da empresa que fabrica Espumante ?,gr
1474,ENTY,Para praticar que desporto é necessário o maior campo ?,sport
1475,HUM,Quem ganhou em 1967. o Óscar de Melhor Actor ?,ind
1476,ENTY,O que existe depois da morte ?,other
1477,HUM,Diga o nome do primeiro cidadão não-astronauta a navegar no espaço ?,ind
1478,HUM,Qual era a alcunha da estrela do futebol Elroy Hirsch ?,ind
1479,HUM,Que cantor canta “Oh Boy” ?,ind
1480,NUM,Que quantidade de pizza comem os americanos por dia ?,count
1481,LOC,Qual é o site do USA journal ?,other
1482,HUM,De que exército o lema era “Blood and Fire” ?,gr
1483,ENTY,Que tipo de patente registou Ermal Fraze em 1963 ?,other
1484,DESC,O que se está a ouvir quando se põe um búzio junto à orelha ?,desc
1485,DESC,Porque é que as casas assombradas são populares ?,reason
1486,ENTY,Qual é o sexo que tem as ancas maiores ?,other
1487,LOC,Que estado dos E.U.A. tem a segunda maior área costeira ?,state
1488,LOC,Qual é o estado natal do Buffalo Bill Historical Center ?,state
1489,NUM,Quão rápido corre uma chita ?,speed
1490,ENTY,Com que é que é ilustrado O home Ilustrado de Ray Bradbury ?,other
1491,NUM,Quão rápido é um processador de 45Mhz ?,speed
1492,ENTY,"Que tipo de puzzle apareceu pela primeira vez nos E.U.A. no New York World a 21. de Dezembro, 1913 ?",other
1493,HUM,Sobre que conde escreveu Alexandre Dumas ?,ind
1494,NUM,Qual é a probabilidade de se dar à luz gémeos ?,perc
1495,LOC,Qual é o maior lago natural da Pensilvânia ?,other
1496,NUM,Qual é a distância entre Londres GB e a Califórnia ?,dist
1497,ENTY,Diga o nome dos dois corvos místicos que Odin tem ao seu serviço.,animal
1498,ENTY,Qual é a espécie do Winnie the Pooh ?,animal
1499,DESC,O que é o vírus da SIDA ?,def
1500,NUM,Quantos anos tinha Benny Carter quando morreu ?,count
1501,ENTY,Que livro de Hermann Hesse deu nome a uma banda rock ?,cremat
1502,LOC,Onde começa e termina o Santa Fe Trail ?,other
1503,ENTY,Que livro é a continuação de Future Shock ?,cremat
1504,ENTY,Que animais africanos são conhecidos como The Big Five ?,animal
1505,ENTY,Que alfabeto utiliza o Latim ?,letter
1506,ENTY,Como se chama a fobia a sapos ?,dismed
1507,LOC,Qual é a cidade do Canadá menos populada ?,city
1508,NUM,Que idade tem Stevie Wonder ?,period
1509,HUM,Quem foi o primeiro Presidente taiwanês ?,ind
1510,HUM,Quem é o pai de Luke Skywalker ?,ind
1511,ENTY,O que é que deseja um dipsomaníaco ?,other
1512,DESC,Qual é a definição do termo “weapons system” ?,def
1513,DESC,Quais foram as constribuições literárias de Christopher Marlowe e de Shakespeare para a literatura inglesa ?,desc
1514,ENTY,Qual é a bebida favorita de Nero Wolfe durante as horas de trabalho ?,food
1515,HUM,Qual é a primeira empresa de computadores pessoais ?,gr
1516,ENTY,Qual é a maneira mais eficaz de fazer um churrasco ?,techmeth
1517,HUM,Quem foi Jane Goodall ?,desc
1518,DESC,Por que motivo existe escrita Braille nos multibancos ?,reason
1519,LOC,Onde se localiza a ilha de Man ?,other
1520,ENTY,Que livro escreveu Aaron Hass ?,cremat
1521,NUM,Qual foi o número de mortes resultantes da erupção do Monte Pinatubo ?,other
1522,NUM,Quando é que o milénio começa oficialmente ?,date
1523,HUM,Quem criou a tira de banda desenhada “Garfield” ?,ind
1524,HUM,Que terrorista vietnamita agora é um delegado da ONU em Doonesbury ?,ind
1525,DESC,O que o processamento em tempo real ?,def
1526,LOC,Como se chama a linha imaginária que percorre o topo das montanhas ?,other
1527,LOC,De que país a capital é Lagos ?,country
1528,LOC,Onde decorrem as Crónicas de Ray Bradbury ?,other
1529,HUM,Que é o actual primeiro ministro e presidente da Rússia ?,ind
1530,HUM,Quem fundou uma colónia viking na Groenlândia por volta de 985 ?,ind
1531,ENTY,Qual era a marca identificativa do cão de “Os Batutinhas” ?,symbol
1532,NUM,"Qual é a latitude e longitude de El Paso, Texas ?",other
1533,LOC,Onde posso encontrar informação sobre a fibrose cística ?,other
1534,LOC,Onde governou Honecker ?,other
1535,DESC,Qual é a teoria dos estados equivalentes ?,def
1536,ENTY,O que é que um filatelista colecciona ?,other
1537,NUM,Qual é a esperança média de vida de um macaco normal ?,period
1538,NUM,Quantos estados membros tem a ONU ?,count
1539,HUM,Quem se matou enquanto pintava Wheatfield with Crows ?,ind
1540,DESC,O que acontece quando se mistura sódio com água ?,desc
1541,DESC,O que significa UOL ?,def
1542,HUM,Que futuro Presidente se tornou “Senate majority whip” sob o governo de Harry Truman ?,ind
1543,HUM,Quem foi o arquitecto de Central Parque ?,ind
1544,ENTY,Que sistema operativo corre com máquinas compatíveis com a IBM ?,product
1545,NUM,Quais são as dimensões de uma baliza de hóquei no gelo ?,dist
1546,NUM,Quando é que a CNN começou a transmitir ?,date
1547,ENTY,Quais são os sinais de que um país está a entrar em recessão ?,symbol
1548,DESC,O que é um hematoma circumorbital ?,def
1549,LOC,Que país Africano é governado a partir de Ouagadougou ?,country
1550,HUM,Qual é o nome de batismo da personagem a que se refere o título Our Miss Brooks ?,ind
1551,HUM,Que artista com problemas de audição pintou Sunflowers ?,ind
1552,HUM,Quem são os inimigos mais frequentes dos Yankees ?,gr
1553,HUM,Quem escreveu Sons and Lovers ?,ind
1554,ENTY,Qual é tradução inglesa para a palavra “caliente” ?,termeq
1555,ENTY,Em que trabalho manual é necessário entrelaçar a teia e a trama ?,techmeth
1556,LOC,Que porto marítimo francês alega ser The Home of Wines ?,city
1557,NUM,Quanto demora um raio de sol a atingir a Terra ?,period
1558,NUM,Quantos milissegundos existem num segundo ?,count
1559,HUM,Que índio Cherokee deu o seu nome a uma árvore ?,ind
1560,NUM,Quando é que as câmaras de vídeo foram introduzidas na Malásia ?,date
1561,NUM,Qual é a probabilidade de dar à luz quadrigémeos ?,perc
1562,HUM,Quem é a estrela de Leave It to Beaver ?,ind
1563,LOC,Que países têm as maiores forças armadas do mundo ?,country
1564,HUM,Por que nome era conhecido F. Cody ?,ind
1565,DESC,Como posso aumentar o tamanho dos meus bíceps ?,manner
1566,HUM,A quem é que Richard Nixon apresentou a sua demissão ?,ind
1567,HUM,Quem era Tucídides ?,desc
1568,DESC,Como se purifica o elemento estrôncio ?,manner
1569,HUM,"Das seguintes estrelas do rock'n roll, qual possui uma “estrela” no Passeio da Fama ?",ind
1570,DESC,Para que servem as amígdalas ?,reason
1571,ENTY,"Que moléculas têm flúor, sódio e magnésio ?",substance
1572,ENTY,Como se chamava o desporto com bola praticado pelos Maias ?,sport
1573,ENTY,Como se chama a sequela de The Moon 's Balloon ?,cremat
1574,NUM,Qual é a taxa de câmbio da moeda australiana para a moeda americana ?,money
1575,DESC,Qual é a origem da palavra “posh” ?,desc
1576,DESC,Como é que é possível saber se uma fêmea teve relações sexuais ?,manner
1577,NUM,Em quantos estados ganhou Richard Nixon em 1972 ?,count
1578,ENTY,Que técnica inventou Bert Loomis no basquetebol ?,techmeth
1579,ENTY,Qual seria um bom livro para lerem pessoas que odeiam ler ?,cremat
1580,NUM,Quantos shillings equivaliam a um guinéu ?,count
1581,ENTY,O que come uma tarântula ?,food
1582,ENTY,Quais são as três cores secundárias ?,color
1583,DESC,O que significa o nome “Sabrina” ?,def
1584,HUM,Quem assumiu o cargo de maestro na Boston Pops depois do longo reinado de Arthur Fiedler ?,ind
1585,ENTY,Como se chamaram os julgamentos realizados depois da Segunda Guerra Mundial ?,event
1586,DESC,O que é a hebefrenia ?,def
1587,HUM,Que líder nazi se matou na cadeia mesmo antes de ser executado como criminoso de guerra ?,ind
1588,ENTY,Que famosos eventos tiveram lugar a 27. de Março ?,event
1589,HUM,Que empresa diz ser “the world 's biggest toy store” ?,gr
1590,NUM,Qual é o número que figura no rótulo preto de uma garrafa de Jack Daniels ?,other
1591,ENTY,O que me são os filhos ou filhas dos meus primos em primeiro grau ?,termeq
1592,DESC,Quais foram as causas da Guerra Civil ?,reason
1593,DESC,O que são Maid-Rites ?,def
1594,LOC,Que cidade é aterrorizada por Drácula em The Night Stalker ?,city
1595,DESC,Como se pode prevenir isso ?,manner
1596,DESC,O que sgnificam os nomes Andrew e Christina ?,def
1597,ENTY,Que chocolate em barra inventado por Frank Mars e pela sua mulher é muitas vezes chamado a “Milky Way with peanuts” ?,food
1598,HUM,Quem é o guitarrista mais rápido do mundo ?,ind
1599,ENTY,O que é que os camelos guardam nas bossas ?,other
1600,ENTY,Qual é o nome do segundo vaivém espacial ?,veh
1601,LOC,Qual é o melhor hospital com os melhores ortopedistas do país ?,other
1602,DESC,O que são os tempos perfectivos ?,def
1603,DESC,O que é normalmente considerado o sexto sentido ?,def
1604,ENTY,Qual era o outro nome da Alemanha de Leste ?,termeq
1605,ENTY,Qual é a segunda revista mais vendida na América ?,cremat
1606,HUM,Quem traiu a Noruega a favor dos Nazis ?,ind
1607,HUM,Quem roubou os brinquedos doados ao Fundo a Favor dos Órfãos de Doodyville e ficou com eles para si próprio ?,ind
1608,DESC,O que é um manómetro de Bourdon ?,def
1609,ENTY,Que desporto de equipa praticam os Wisconsin Badgers ?,sport
1610,HUM,Quem eram os Pictos ?,ind
1611,DESC,"O que é que  Caroll Baker, Tammy Grimes, Debbie Reynolds e Judy Garland têm em comum ?",desc
1612,DESC,O que é um filme noir ?,def
1613,HUM,Quem na banda desenhada está estacionado no quartel Camp Swampy ?,ind
1614,NUM,Em que ano é que a China e a República da Coreia estabeleceram relações diplomáticas ?,date
