,class,question,sub_class
1578,DESC,¿Cual es el origen de la palabra 'elegante'?,desc
1579,DESC,¿Como puede alguien contar si una mujer tenia relaciones sexuales?,manner
1580,NUM,¿Cuantos estados llevo Richard Nixon en 1972?,count
1581,ENTY,¿Que maniobra de baloncesto invento Bert Loomis?,techmeth
1582,ENTY,¿Que debe un libro bueno leer para la gente que lamenta leer?,cremat
1583,NUM,¿Cuantos chelines mas de 2 estaban alli en una Guinea?,count
1584,ENTY,¿Que come una tarantula?,food
1585,ENTY,¿Cuales son los tres colores secundarios?,color
1586,DESC,¿Que hace el nombre Sabrina medio?,def
1587,HUM,¿Quien asumio como el conductor de la M&250;sica pop de Boston despues de que Arthur Fiedler 's mucho tiempo reina?,ind
1588,ENTY,¿Que fueron llamados los procesos cual siguio la Segunda Guerra Mundial?,event
1589,DESC,¿Cual es hebephrenia?,def
1590,HUM,¿Que lider Nazi se mato en la carcel justo antes de que el debia ser ejecutado como un criminal de guerra?,ind
1591,ENTY,¿Con que los acontecimientos famosos se han encontrado el 27 de marzo?,event
1592,HUM,¿Que la compañia reclamo para ser el mundo 's la jugueteria mas grande?,gr
1593,NUM,¿Que n&250;mero de marca adorna la etiqueta negra de una botella de Jack Daniel 's?,other
1594,ENTY,¿Que llamo los hijos y las hijas de los mis primos hermanos?,termeq
1595,DESC,¿Cuales eran las causas de la Guerra Civil?,reason
1596,DESC,¿Cuales son Ritos de la criada?,def
1597,LOC,¿Que ciudad es aterrorizada por Dracula en el Cazador de la Noche?,city
1598,DESC,¿Como puede usted prevenirlo?,manner
1599,DESC,¿Que hace los nombres Andrew y Christina media?,def
1600,ENTY,¿Que pastilla de chocolate creada por Marte franco y su esposa a menudo son llamadas una Via Lactea con cacahuetes?,food
1601,HUM,¿Quien es el guitarrista mas rapido?,ind
1602,ENTY,¿Que almacenan los camellos en sus jorobas?,other
1603,ENTY,¿Cual es el nombre del segundo transbordador espacial?,veh
1604,LOC,¿Cual es el mejor hospital para la ortopedia en el pais?,other
1605,DESC,¿Cuales son tiempos perfectos?,def
1606,DESC,¿Que es com&250;nmente considerado el quinto sentido?,def
1607,ENTY,¿Cual era otro nombre para Alemania Oriental?,termeq
1608,ENTY,¿Que 's la revista de la segunda venta mas grande en America?,cremat
1609,HUM,¿Quien engañotraiciono Noruega a los Nazis?,ind
1610,HUM,¿Quien tomo los juguetes donados para los Huerfanos Doodyville 'Fondo y los guardo para el?,ind
1611,DESC,¿Cual es un tubo bourdon?,def
1612,ENTY,¿Que tipo de equipo de deportes es los Tejones de Wisconsin?,sport
1613,HUM,¿Quienes eran el Picts?,ind
1614,DESC,"¿Que hace a Panadero Caroll, Mugres de Tammy, Debbie Reynolds, y Judy Garland que todos tienen en com&250;n?",desc
1615,DESC,¿Cual es la pelicula noir?,def
1616,HUM,¿Quien es colocado en el Campo Pantanoso en las historietas?,ind
1617,NUM,¿En que el año hizo China y la Rep&250;blica de Corea establecen relaciones diplomaticas?,date
1618,DESC,¿Que tuberculosis de causas?,reason
1619,NUM,¿Que alto es la jirafa?,dist
1620,HUM,¿Que el actor disfrazo como el Papa Noel y tenia un una vez al año asunto con la actriz Shelley Winters cada Navidad durante muchos años?,ind
1621,ENTY,¿Para que animal fue llamado el misil termodirigido el Sidewinder llamado?,animal
1622,NUM,¿Cuanto tomo esto a Stanley para encontrar Livingstone?,period
1623,NUM,¿Cuanto de la nacion 's niños entre los años de dos y once reloj ` el Simpsons '?,count
1624,LOC,¿En que el lago es Sheboygan?,other
1625,DESC,¿Cual es un equipo de beisbol 's bomberos?,def
1626,ENTY,¿Cual es un miedo de color?,dismed
1627,ENTY,¿Que naufragio Nantucket mato a mas buzos que lo exploran que las 52 personas con las que esto se hundio?,veh
1628,ENTY,¿Cuales son las dos aves mas grandes en la tierra?,animal
1629,ENTY,Llame las cuatro historias contenidas en Edith Wharton 's Vieja Nueva York.HTTP Status 500: Internal Server Error,cremat
1630,LOC,¿Cual es el lago mas grande en Norteamerica?,other
1631,NUM,¿Cuanta gente murio debido a un problema que fuma en 1997?,count
1632,ENTY,¿De que el estreñimiento cronico es un sintoma?,dismed
1633,HUM,¿Quien escribio la Mirada de Amor despues de ver a Ursula Andress?,ind
1634,HUM,¿Cual es el nombre del nadador americano que gano siete medallas de oro en las Olimpiadas 1972?,ind
1635,HUM,¿Quien reclama para tener el mayor espectaculo en la tierra?,ind
1636,DESC,¿Cual es la Ventaja?,def
1637,HUM,¿A Que actriz Honeymooners llamo la revista de Television como 1953 's la estrella mas prometedora?,ind
1638,DESC,¿Por que puede 't las mujeres sirven en la Marina a bordo submarinos?,reason
1639,ENTY,¿A que condujo la Conferencia Yalta?,other
1640,ENTY,¿Que perro fue doblado el Levantador de pesas de Hipoteca?,animal
1641,DESC,¿Cual es el salitre?,def
1642,DESC,Que 's la diferencia entre J.D.y LL.M.?,desc
1643,HUM,¿Que tipo de organizacion es `&218;ltima Posibilidad para Animales'?,gr
1644,HUM,¿Cual era el papel del Gremio Medieval?,ind
1645,HUM,¿La masilla tonta fue inventada por quien?,ind
1646,ENTY,¿En que deberia el horno ser puesto para hornear Panecillos de Avena Peachy?,other
1647,DESC,¿Como puede alguien hacerse un agente federal?,manner
1648,HUM,¿Quien invento el broche de papel?,ind
1649,HUM,¿Con quien se caso Lauren Bacall despues de que su marido Humphrey Bogart murio?,ind
1650,NUM,¿Cuantas veces en su Baloncesto Nacional de 16 años carrera de Associaton John Havlicek era un miembro del equipo estelar?,count
1651,LOC,¿En que ciudad o estado viven la mayor parte de homosexuales?,city
1652,NUM,¿El Shea y Gould tenian una oficina en Los &193;ngeles cuanto antes de cerrarlo?,period
1653,ENTY,"¿Que palabra ocurre 46, 227 veces en la Biblia?",word
1654,DESC,¿Como puede usted ser feliz?,manner
1655,DESC,¿Como iria alguien sobre hacerse un donante de organo?,manner
1656,NUM,"¿Que año hizo Degas crean la escultura de bronce, Cuarto Frente de Posicion?",date
1657,HUM,A que compositor concedio la Medalla de Honor Franklin D.¿Roosevelt?,ind
1658,NUM,¿Cuantas extensiones URL estan alli? ¿y que es ellos?,count
1659,NUM,¿Cuanto despues de la copula toma esto para averiguar si usted esta embarazado?,period
1660,ABBR,Lo que hace U.S.S.R.¿aguante?,exp
1661,HUM,"¿Quien creo los Cuatro Fantasticos, Casco, y Thor?",ind
1662,ENTY,¿Cual es un miedo de gravedad?,dismed
1663,HUM,¿Quien es el compositor de Canon en el Comandante D?,ind
1664,DESC,¿Que hizo a Rocky Marciano n't hacen en su carrera que pone en una caja pro?,desc
1665,LOC,¿Donde estan todas las anguilas europeas y americanas nacidas?,other
1666,HUM,¿Quien estaba el autor de la novela Lejos de la Muchedumbre de Madding?,ind
1667,DESC,¿Cual es la definicion de `detalles graficos'?,def
1668,ENTY,¿Cual era America 's se prorrogo - cigarrillo con filtro?,product
1669,ENTY,¿Que tipo de perro es Scooby Doo?,animal
1670,DESC,¿Cual es la funcion del apendice?,reason
1671,HUM,¿Que heredero de grandes almacenes es responsable de levantar una caja fuerte de tres toneladas de los restos submarinos de Andrea Doria?,ind
1672,ENTY,¿Que sexo probablemente contratara dos veces como la lepra?,other
1673,LOC,¿Que debia la primera ciudad ser fletada en Vermon?,city
1674,LOC,¿Que estado tiene la Gran costa de Lagos mas larga?,state
1675,LOC,Que U.S.¿declare finales con un G?,state
1676,NUM,¿Cuantas variedades de gemelos estan alli?,count
1677,DESC,¿Cual es un Buzo Cartesiano?,def
1678,LOC,¿Cuales son las bibliotecas mas grandes en los EE.UU?,other
1679,NUM,¿Cuanta gente vive en las Islas Malvinas?,count
1680,HUM,¿Quien era el Campo David llamado para?,ind
1681,ENTY,¿Que documento quiso el Presidente Andrew Johnson una copia de colocado bajo su cabeza sobre su entierro?,cremat
1682,HUM,¿Quien retrato al hombre sin una cara en la pelicula del mismo nombre?,ind
1683,DESC,¿Que resulto en dogtown en 1899 hacer ese año recordado?,desc
1684,ENTY,¿Que rueda invento Blaise Pascal en una b&250;squeda del movimiento perpetuo?,other
1685,NUM,¿Cuanto dinero era el salario minimo en 1991?,money
1686,NUM,¿En que año el primer era la patente para el abridor de etiqueta del tiron en latas obtenidas?,date
1687,LOC,¿Que pais alardea de la mayor parte de presas?,country
1688,NUM,¿Que el regular es el precio?,money
1689,LOC,¿Que señal de Metropoli fue primero introducida en las historietas de Superhombre del 1940 's?,other
1690,LOC,¿Donde puede uno encontrar Mozambique?,other
1691,DESC,¿Como reconoce usted la anorexia?,manner
1692,ENTY,¿Que Mary Tyler Moore Show regular vino en el mundo como Tadeus Wladyslaw Konopka?,cremat
1693,LOC,¿En que la ciudad es la Declaracion estadounidense de la Independencia localizada?,city
1694,DESC,¿Cual es la variedad mas grande del cactus?,def
1695,HUM,¿Quien gano la primera Serie Mundial?,ind
1696,ENTY,¿Que escribio Aaron Hass?,cremat
1697,HUM,¿Quien es Samuel Pickering?,desc
1698,HUM,¿Cual era el negocio de los Halcones de Cielo animados?,gr
1699,HUM,Quien fue creido con el refran: ¿nunca encontre a un hombre como el que hice n't?,ind
1700,ENTY,"¿Que el mono es llamado para Dungri, un barrio residencial de Bombay?",other
1701,DESC,¿Por que emiten las azoteas el vapor despues de una lluvia torrencial grande?,reason
1702,LOC,¿Que nacionalidad era Jackson Pollock?,country
1703,NUM,¿Cuanto de la tierra 's superficie es permanentemente congelado?,count
1704,ENTY,¿Cual es la union entre el Nuevo Cripton y Daxam?,other
1705,NUM,¿Cuando fue nacida la Reina Victoria?,date
1706,NUM,¿Cuanta gente fue ejecutada para Abraham Lincoln 's asesinato?,count
1707,DESC,¿Que debe un Las Vegas distribuidor de cachiporra hace cuando el alcanza 16?,desc
1708,LOC,¿Que vale la pena ver en Reims?,other
1709,ENTY,¿Que tipo de ejecutante es Ileana Cotrubas?,other
1710,NUM,¿Cuando fue unifacado de nuevo Yemen?,date
1711,ENTY,¿Que linea de productos de caramelo incluyo Skrunch s&250;per y Mantequilla de Cacahuete Oompas?,food
1712,DESC,¿Por que se dividio la iglesia anglicana del Vaticano?,reason
1713,HUM,¿Que organizacion tiene un Consejo de Seguridad?,gr
1714,DESC,¿Como encontraria yo el precio de organos diferentes que han sido donados?,manner
1715,HUM,¿Que lider mexicano fue matado a tiros en 1923?,ind
1716,ABBR,¿Que significa la NECROSIS?,exp
1717,DESC,¿Cual es magnetar?,def
1718,ENTY,¿Que la enemistad termino con un matrimonio en Kentucky el 21 de marzo de 1891?,event
1719,ENTY,¿Que color es la raya a lo largo de cada lado de un salmon Coho?,color
1720,NUM,¿Cual es el salario minimo federal?,money
1721,ENTY,¿Misisipi es apodado que?,termeq
1722,NUM,¿Cual es la estadistica de paro para los años 1965 y 1990?,other
1723,LOC,¿Donde esta Santa Lucia?,other
1724,HUM,¿Que pintor femenino produjo primitives de la Nueva vida de Inglaterra rural?,ind
1725,HUM,¿Cuales son nombres de dos ancianos que parecen en tv consecutivo Muppets el Espectaculo?,ind
1726,ENTY,¿Que guerra vio batallas en el Loro 's Pico y Virgen Negra?,event
1727,DESC,¿Que deberia usted gritar para hacer señas al taxi en Madrid?,desc
1728,NUM,¿Cual es el caballo de vapor de los elevadores de voltaje de lanzadera?,other
1729,NUM,¿Que año comenzo el Apartheid?,date
1730,HUM,¿Quien creo a Ben Grande?,ind
1731,LOC,¿Que la ciudad es encontrada en la ciudad de ONZ.?,city
1732,DESC,¿Que alguna vez paso al una vez la Compañia de Cerradura de Yale popular?,desc
1733,HUM,¿Llame el equipo de Maravilla sueltamente basado en la corriente continua 's la Liga de Justicia de America?,gr
1734,ENTY,¿Que consiguio un atleta de azteca del 16o siglo para poner una pelota de goma por un anillo?,other
1735,LOC,"¿Que el estado populoso cubre 49, 576 millas cuadradas?",state
1736,HUM,¿Que equipo de f&250;tbol de colegio hizo Knute Rockne incorporan en un poder?,gr
1737,LOC,¿En que el estado estaba alli un vertido de petroleo de 11 millones de galones?,state
1738,NUM,"¿Cuando escribio Aldous Huxley, Afronte el Nuevo Mundo?",date
1739,LOC,¿Que pais se refirieron los romanos antiguos como a Hibernia?,country
1740,HUM,¿En que la compañia de riesgo elevado hizo a Jimmy que el griego apuesta y pierde?,gr
1741,ENTY,¿Que llaman los jefes de cocina la Especia de Maestro?,food
1742,ABBR,¿Cual es la abreviatura de General Motors?,abb
1743,DESC,¿Cual es un sombrero Devo?,def
1744,NUM,¿Cuanto de largo era el ataque de hipo mas largo?,period
1745,ENTY,¿Que tipo de armas fueron usadas en la guerra Medieval?,other
1746,NUM,¿Cuanta gente vive en Tokio?,count
1747,HUM,¿Que actriz excedida por la fruta era conocida como el Ob&250;s brasileño?,ind
1748,ENTY,¿Cuales son descendientes de aves de?,animal
1749,HUM,"Cuando el objeto expuesto de Tutankhamun estaba en la demostracion en el U.S., ¿que movimiento de la compañia lo transporto?",gr
1750,ENTY,¿Que pelicula de Kevin Costner implica a los indios Sioux?,cremat
1751,HUM,¿Quien jugo el papel principal en Mi Marciano Favorito?,ind
1752,DESC,¿Como trabaja una calculadora cientifica?,manner
1753,ENTY,¿Cual es un miedo de piel?,dismed
1754,HUM,¿Quien invento el juego Escarban?,ind
1755,ENTY,¿Que parte de su atuendo eran pothooks a vaqueros del Viejo Oeste?,other
1756,NUM,¿Cuando comenzo primero la gente a escribir la historia seriamente?,date
1757,DESC,¿Por que tenemos que ir a la escuela?,reason
1758,DESC,¿Cual es la logica Toulmin?,def
1759,ENTY,¿Un perro danes es una especie de que?,other
1760,LOC,Que ciudad en el U.S.¿experimentado la mayor parte de crecimiento recientemente?,city
1761,DESC,¿Cual es un participio pendiente?,def
1762,LOC,¿Que calle de Tokio brilla con grandes almacenes famosos y clubes nocturnos?,other
1763,NUM,¿Cual era la esperanza de vida media durante la Edad de Piedra?,period
1764,HUM,"¿Cuando el Raton Fuerte fue concebido, cual era su nombre original?",ind
1765,DESC,¿Cual es el origen del simbolo de paz?,desc
1766,HUM,¿Que grupo estrellado en la Roca de pelicula Alrededor del Reloj?,gr
1767,NUM,Cuantos U.S.¿los presidentes fueron matados durante la Reina Victoria 's reinado?,count
1768,NUM,¿Cuando fue inventado el primer inodoro?,date
1769,HUM,¿Cual es Nathan Hamill 's papel en las nuevas Guerras de las Galaxias prequel?,ind
1770,NUM,¿Cuantos discos hacen a cada jugador tienen en un juego para cuatro manos de Crokinole?,count
1771,NUM,¿Que edad tiene el sol?,period
1772,NUM,¿Que porcentaje de niños entre los años de dos y once reloj `el Simpsons'?,perc
1773,DESC,"¿Como puedo encontrar una lista de, fax y o correo electronico, direcciones para departamentosministerios de recurso humanos en Massachusetts?",manner
1774,DESC,¿Como escribo a mi Miembro del Congreso?,manner
1775,NUM,¿Cuantos hace años hicieron la liberacion de Zepelin Conducida su &250;ltimo album?,count
1776,ENTY,¿Cual es el termino para un grupo de gansos?,termeq
1777,NUM,¿Cuanta gente fue condenado Randy Craft de la matanza?,count
1778,ENTY,¿Cual era el nombre de la batalla famosa entre Texas y Mexico?,event
1779,LOC,¿Que pais son usted en si usted corteja en el dialecto Wu?,country
1780,ENTY,¿Que llama usted una mano de Poker con cinco naipes del mismo pleito?,termeq
1781,HUM,¿Que Yanqui de Nueva York era conocido como el Caballo de Hierro?,ind
1782,HUM,¿Quien es considerado a la Primera Dama de la Etapa americana?,ind
1783,HUM,Quien escribio: ¿Ni un prestatario ni un prestamista ser?,ind
1784,DESC,¿Cual es el valor?,def
1785,ENTY,¿Que primer Sam Spade era nuevo?,cremat
1786,ENTY,¿A que cancion puso la Pagina de Patti a la gente que baila en 1950?,cremat
1787,HUM,¿Quien encabezo Hitler 's Gestapo infame?,ind
1788,LOC,¿Que ciudad sudamericana presenta la Playa Copacabana exclusiva e Ipanema?,city
1789,LOC,¿Que ciudad alemana llaman los italianos el Monaco de Baviera?,city
1790,LOC,"¿Que grupo de isla contiene el Jersey, Guernesey, Sark y Herm?",other
1791,ENTY,¿Cual es un miedo de la luz fuerte?,dismed
1792,HUM,¿Que llaman una persona que a gusta el fuego?,ind
1793,LOC,"¿Donde fue primero descubierto el helio, de ahi su nombre?",other
1794,ENTY,¿Que es el mejor camino vencer un miedo?,techmeth
1795,HUM,¿Llame a un productor de diamante sudafricano?,gr
1796,HUM,¿Quien hizo la s&250;plica musical Ser Verdadera a Su Escuela?,ind
1797,HUM,Lo que el diseñador frances declaro: &161;jean es el destructor! &161;Es un dictador! Esto destruye la creatividad.¿&161;Jean debe ser parada!?,ind
1798,NUM,¿Que temporada es el ajuste para Shakespeare 's Noche de Pleno verano 's Sueño?,date
1799,HUM,Llame una cinta que era famosa en el 1960 's,gr
1800,HUM,¿Que comico fue prohibido del Espectaculo de Ed Sullivan para hacer seg&250;n se afirma un gesto obsceno en el espectaculo 's anfitrion?,ind
1801,LOC,¿Que pais es el ajuste para Edgar Allan Poe 's el Hoyo y el Pendulo?,country
1802,HUM,¿Que Apolo 11 astronauta hacia caso de la tienda mientras Armstrong y la Aldrina hicieron la historia?,ind
1803,NUM,¿Cual es la tarifa de boleto corriente de El Cairo a Barbados?,money
1804,LOC,¿Cual es el segundo pico de la montaña mas alto en el mundo?,mount
1805,HUM,¿Que Pequeña Bruja Buena es Casper 's novia?,ind
1806,ENTY,¿En cual Tennessee juego de Williams es matado uno de los caracteres y devorado por una muchedumbre de niños que pasan hambre?,cremat
1807,HUM,"¿Cual era el apodo de Frederick I, Emperador romano Santo y el Rey de Alemania?",ind
1808,ENTY,¿Que guerra siguio la Conferencia Potsdam?,event
1809,ENTY,¿Que 's la enfermedad no contagiosa mas com&250;n en el mundo?,dismed
1810,NUM,"¿Que mes, la fecha, y el año hicieron a Charles muero?",date
1811,NUM,¿Cuantos pies c&250;bicos del espacio ocupa un galon del agua?,count
1812,DESC,¿Que es llamado el estilo de pelo aquellos nuevos reclutas militares reciben?,def
1813,LOC,¿Que 's el mundo 's la catedral mas grande?,other
1814,DESC,¿Que efectos tienen los nitratos en el ambiente?,desc
1815,DESC,¿Cual es Nitrox que zambullendose?,def
1816,LOC,¿Que tres paises europeos comienzan con la carta A?,country
1817,DESC,¿Que paso en el marzo Largo?,desc
1818,ENTY,¿Cual era el nombre de Hitler 's tentativa fracasada de derrocar el gobierno bavaro en Munich en 1923?,event
1819,DESC,¿Como puedo encontrar la ortografia en linea?,manner
1820,NUM,¿Cuantos gusanos estan en un pasto solo?,count
1821,HUM,¿Quien hizo Stonehenge?,ind
1822,NUM,¿Cual es el precio por hora medio de trabajadores americanos?,other
1823,ENTY,¿Que deporte presenta robos y tirones limpios?,sport
1824,HUM,¿Quien 's el fundador y redactor de la Revision Nacional?,ind
1825,NUM,¿En que año construyeron ellos el Muro de Berlin?,date
1826,HUM,¿Quien era el primer gobernador de Virginia Occidental?,ind
1827,LOC,¿Que 's el mundo 's la puente colgante mas larga?,other
1828,LOC,¿Que ciudad asiatica alardea del mundo 's la bolera mas grande?,city
1829,NUM,¿Cuando publicara Jean Aeul su siguiente libro?,date
1830,HUM,"¿Que soldado famoso nacio en Europa, murio en Asia, y fue puesto para descansar en &193;frica?",ind
1831,ENTY,"¿Cuando ello 's tiempo para relajarse, que una cerveza pone claro?",food
1832,HUM,¿Que cultura desarrollo la idea de potlatch?,gr
1833,HUM,¿Que equipo de beisbol se hizo los Gemelos de Minnesota?,gr
1834,ENTY,¿Que tipo de guitarra hizo Jimi Hendrix juego?,instru
1835,LOC,¿Que debian las tres primeras ciudades tener una poblacion de mas de un millon?,city
1836,LOC,¿Que constelacion contiene a los gemelos Castor y Pollux?,other
1837,NUM,¿Cuantos metros estan en una milla?,count
1838,DESC,¿Cual es un acontecimiento de liberacion de gas?,def
1839,ENTY,¿Que libro de James Michener es subtitulado Viajes españoles y Reflexiones?,cremat
1840,LOC,¿Que el tribunal criminal de Londres famoso era una vez un castillo feudal?,other
1841,NUM,¿Cuantos miligramos estan en un gramo?,count
1842,ENTY,¿Que arma de cuerda enciende un cerrojo?,other
1843,LOC,¿Donde consiguio el el titulo?,other
1844,LOC,¿Donde puedo encontrar una lista grande de palabras de la 6a carta?,other
1845,HUM,¿Cual es Michael Jackson 's segundo nombre?,ind
1846,HUM,¿A quien debia la primera mujer volar el solo a traves del Atlantico?,ind
1847,NUM,¿Cuanto de largo es la gestacion humana?,period
1848,DESC,¿Que hace Semper Fidelis medio?,def
1849,ENTY,¿Que tipo de pleito llevo puesto verdadero hepcats en 1942?,product
1850,LOC,¿Donde vive la Madre Angelica?,other
1851,DESC,¿Como puedo averiguar mi signo Lunar?,manner
1852,DESC,¿Por que necesita una vela un fieltro?,reason
1853,ENTY,¿El m&250;sico Ray Charles juega que instrumento?,instru
1854,DESC,¿Que las tres profecias eran las brujas hacen a Macbeth?,desc
1855,NUM,¿Que 's la poblacion de Misisipi?,other
1856,HUM,¿Quien comenzo la cadena de Pizza Dominos?,ind
1857,ENTY,¿En que la pelicula hizo a Steven Spielberg 's estrella de perro como el caracter principal 's perro?,cremat
1858,ENTY,¿Cuales son todas las clases diferentes de anticonceptivos?,dismed
1859,NUM,¿Que edad tiene Jeremy Piven?,period
1860,DESC,¿Cual es la historia de yo-yos?,desc
1861,HUM,¿Que jugadores de NBA tenian el n&250;mero 0 de jersey?,ind
1862,HUM,¿Que compañia de chocolate le da un beso de un libra?,gr
1863,DESC,¿Como pronuncia correctamente uno 'qigong'?,manner
1864,ENTY,¿Que fossilizes formar coprolite?,other
1865,NUM,¿Cuantos coloreado cuadrados estan alli en un Rubik 's el Cubo?,count
1866,LOC,¿Donde esta la Clinica Mayo?,other
1867,LOC,¿Que isla caribe es a veces llamada Pequeña Inglaterra?,other
1868,LOC,¿Donde esta Amsterdam?,other
1869,LOC,¿Donde puedo encontrar el poema lirico para la cancion `Casandome Hoy' 'de la Compañia' musical?,other
1870,ENTY,¿Que 's otra palabra que el medio sabe todos?,word
1871,HUM,"¿Quien es la estrella de cine famosa que tambien actuo como el comisario de alcantarilla del Cañon Provo, Utah?",ind
1872,LOC,¿Que ciudad australiana se hizo la casa de la America 's Taza?,city
1873,ENTY,¿El Aspartame es conocido por que otro nombre?,termeq
1874,DESC,¿Cual es la pasta?,def
1875,HUM,Llame a Randy Craft 's abogado,ind
1876,ENTY,¿Que color es la ceniza?,color
1877,HUM,¿Cual es la mejor universidad de educacion de distancia o colegio?,gr
1878,LOC,¿Que rio hace la Magnifica presa de Presa Coulee?,other
1879,NUM,¿Con que frecuencia nacen cuatrillizos?,other
1880,DESC,¿Como hace psorisis desaparecen?,manner
1881,NUM,¿Cuantos presidentes han muerto el 4 de julio?,count
1882,ENTY,¿Que tres colores estan en la bandera francesa?,color
1883,DESC,¿Que 's el misterio del Triangulo de Bermudas?,desc
1884,ENTY,¿Cuales son las siete maravillas del mundo?,other
1885,ABBR,¿Que aguanta la CNN?,exp
1886,HUM,¿Que llaman una persona que a gusta el fuego?,ind
1887,HUM,¿Quien retrato a Vincent Van Gogh en la Lujuria de la Vida?,ind
1888,ENTY,¿Que constituye a un adulto?,other
1889,LOC,¿Cual es un sitio confiable que puedo descargar al Hereje 2?,other
1890,DESC,¿Cual es un neurocirujano?,def
1891,ENTY,"¿Que resultado de beisbol requirio nueve pelotas en 1879, ocho pelotas en 1880 y siete pelotas en 1881?",sport
1892,DESC,¿Cuales son galletas amaretto?,def
1893,ENTY,¿Que dolencia com&250;n puede 't usted se agarran al Polo Norte?,dismed
1894,NUM,¿Que la temporada comienza con el equinoccio de vernal?,date
1895,HUM,¿Quien era conocido como el Maestro de Tiempo en libros de comics?,ind
1896,ENTY,¿Cual era el nombre de Roy Rogers 's perro?,animal
1897,ENTY,¿Que serie de TV cambio los nombres para proteger el inocente?,cremat
1898,LOC,¿Donde hicieron rodar primero los telefericos abajo la Calle de Arcilla en 1873?,other
1899,LOC,¿Cual es George Lucas 's direccion de correo electronico?,other
1900,DESC,¿Como doy un masaje bueno?,manner
1901,HUM,¿Quien es el padre del ordenador?,ind
1902,DESC,¿Cual es el origen de jiggy como en la adquisicion jiggy con ello?,desc
1903,DESC,Lo que es el origen de a.m.y p.m.?,desc
1904,DESC,¿Cual es la definicion de cosmologia?,def
1905,ENTY,¿Cual es el nombre del perro en la Galleta caja de Jack?,animal
1906,DESC,¿Cuales son teorias de funcion manifiestas y latentes?,def
1907,ENTY,¿Que el libro de Guillermo Styron es sobre un predicador negro que conduce una rebelion de esclavo?,cremat
1908,ENTY,¿Cual es el simbolo quimico para el nitrogeno?,symbol
1909,HUM,Quien dijo: los viejos soldados nunca mueren; ¿ellos solojusto se desvanecen?,ind
1910,HUM,¿Que equipo de beisbol de Liga Nacional empleo 72 tercero baseemen en sus 2 primeras temporadas?,gr
1911,DESC,¿Que las bolas de nieve son a un caliente-rodder?,def
1912,NUM,¿Cuanto de largo eran el Tiranosaurio Rex 's dientes?,dist
1913,DESC,¿Cual es el origen de la palabra Ozymandias?,desc
1914,HUM,¿Quien 's el &250;nico hombre para haber ganado el decatlon Olimpico dos veces?,ind
1915,LOC,¿Que ciudad keniana es el centro de safari para Africa Oriental?,city
1916,DESC,¿Por que roncan los hombres?,reason
1917,DESC,¿Que causas que hacen rodar truenos?,reason
1918,HUM,¿Cual es el nombre de señorita India 1994?,ind
1919,LOC,Que cuatro U.S.¿los estados tienen volcanes activos?,state
1920,DESC,¿Que 's el ajuste de John Le Carre 's una Pequeña Ciudad en Alemania?,desc
1921,DESC,¿A que parece un echidna?,desc
1922,DESC,¿Cual es el secreto del universo?,desc
1923,HUM,¿A quien debia el segundo hombre andar por la luna?,ind
1924,HUM,¿Que novelista Victoriano principal paso tanto tiempo trabajando para el correos como el hizo la escritura?,ind
1925,DESC,¿Que causo un aplazamiento de la 25 sesion anual de las Naciones Unidas Asamblea General?,reason
1926,HUM,¿Llaman el equipo de beisbol de liga principal en Pittsburgo que?,gr
1927,ENTY,¿Cual es el nombre del homologo Islamico a la Cruz Roja?,termeq
1928,NUM,¿Que año fueron jugados los Juegos Olimpicos en donde Nadia Comaneci se hizo popular?,date
1929,ENTY,¿De que es hecho el cristal?,substance
1930,DESC,¿Como compro Lee Harvey Oswald su rifle?,manner
1931,DESC,¿Como canto como Elvis Presley?,manner
1932,LOC,¿Cuales son los aeropuertos indios mas grandes?,other
1933,ENTY,¿Cual es la historia popular en cuanto a aves 'jerarquias y aves en &193;rboles de Navidad?,cremat
1934,LOC,"¿Cual es el mundo 's los tres oceanos mas grandes, por orden del tamaño?",other
1935,HUM,¿Quien es el Papa?,ind
1936,LOC,¿Donde en el Internet puedo encontrar la informacion en el detergente de lavanderia?,other
1937,ENTY,¿Que llaman los franceses La Manche?,termeq
1938,ENTY,¿Que 's un modo facil de contar el n&250;mero aproximado del pescado en un lago?,techmeth
1939,DESC,¿Como limpia usted un escondite?,manner
1940,ENTY,¿Cual era el nombre de Aristoteles Onassis 's yate?,veh
1941,ENTY,¿Que un miedo de ser es sucio?,dismed
1942,ENTY,¿Que animal ocurre en Spielberg 's Mandibulas?,animal
1943,DESC,¿Que 's el Planeta Rojo?,def
1944,NUM,HTTP Status 500: Internal Server Error.A.¿para cuantos años?,count
1945,HUM,¿Que 's el apellido mas com&250;n en America?,ind
1946,NUM,¿Cuanto toma esto al americano tipico para comer 23 cuartos de galon del helado?,period
1947,DESC,¿Cual es la diferencia entre una fruta y una verdura?,desc
1948,ENTY,¿Que tipo de gracias de arbol Libano 's bandera?,plant
1949,DESC,¿Que es caido marmol?,def
1950,ENTY,¿Cuales son varios caminos de los cuales puede medirlo Nivel de Satisfaccion de Usuario?,techmeth
1951,LOC,¿Que ciudad es a veces llamada la Atenas de Suiza?,city
1952,LOC,¿Donde hizo bocci provienen?,other
1953,DESC,Como enciende realmente viajes por el desprovisto del espacio si no hay ning&250;n medio para ello para 'agitar' 'o palpitar',manner
1954,DESC,¿Cual es Valdez Principles?,def
