,Unnamed: 0,class,question,sub_class,pos,ner
696,696,ENTY,What 2 statues did France give to other countries ?,cremat,"['PRON', 'NUM', 'NOUN', 'VERB', 'PROPN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['', 'CARDINAL', '', '', 'GPE', '', '', '', '', '']"
697,697,DESC,What are amphibians ?,def,"['PRON', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '']"
698,698,NUM,How many sperm cells are in an average ejaculation ?,count,"['ADV', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
699,699,ENTY,Name the disposable razor that `` costs about 19 cents . '',product,"['VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PUNCT', 'PART', 'VERB', 'ADV', 'NUM', 'NOUN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', 'MONEY', 'MONEY', 'MONEY', '', '']"
700,700,NUM,How far do you have to run if you hit a home run ?,dist,"['ADV', 'ADV', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
701,701,HUM,Who was the only U.S. President to wear a Nazi uniform ?,ind,"['PRON', 'VERB', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PART', 'VERB', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', 'GPE', '', '', '', '', 'NORP', '', '']"
702,702,HUM,Woodrow Wilson served as president of what university ?,gr,"['PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['PERSON', 'PERSON', '', '', '', '', '', '', '']"
703,703,LOC,Where are the tropical rain forest distributions ?,other,"['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
704,704,HUM,What 's the nickname of oddsmaker Jimmy Snyder ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'PERSON', 'PERSON', '']"
705,705,ENTY,What is the fear of being loved ?,dismed,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '']"
706,706,NUM,What was the number of people that Randy Steven Craft was convicted of killing ?,other,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'VERB', 'ADP', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', 'PERSON', 'PERSON', 'PERSON', '', '', '', '', '']"
707,707,HUM,What was Queen Victoria 's title regarding India ?,title,"['PRON', 'VERB', 'PROPN', 'PROPN', 'PART', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['', '', 'PERSON', 'PERSON', 'PERSON', '', '', 'GPE', '']"
708,708,DESC,How is a hydrogen bomb different from a nuclear bomb ?,manner,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
709,709,NUM,How far can a man travel in outer space ?,dist,"['ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
710,710,LOC,Where was Lincoln assassinated ?,other,"['ADV', 'VERB', 'PROPN', 'VERB', 'PUNCT']","['', '', 'ORG', '', '']"
711,711,ENTY,What type of food makes you fat ?,food,"['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PRON', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '']"
712,712,ENTY,What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,dismed,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'DET', 'VERB', 'DET', 'NOUN', 'NOUN', 'DET', 'VERB', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
713,713,NUM,What was the U.S. highway death toll in 1969 ?,count,"['PRON', 'VERB', 'DET', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NUM', 'PUNCT']","['', '', '', 'GPE', '', '', '', '', 'DATE', '']"
714,714,ENTY,"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",animal,"['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'PERSON', '', 'PERSON', '', 'PERSON', '']"
715,715,ENTY,What are the shortest and the longest songs ever produced ?,cremat,"['PRON', 'VERB', 'DET', 'ADJ', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADV', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
716,716,ENTY,What letter is to the right of K on a typewriter keyboard ?,letter,"['DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'ORG', '', '', '', '', '']"
717,717,DESC,"What is the origin and the meaning of the name , `` Hajo ? ''",desc,"['PRON', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', 'WORK_OF_ART', '', '']"
718,718,ENTY,What is the plural of gulf ?,word,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
719,719,HUM,Whose autobiography is titled Yes I Can ?,ind,"['DET', 'NOUN', 'VERB', 'VERB', 'INTJ', 'PRON', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '']"
720,720,NUM,What year did the United States pass the Copyright law ?,date,"['DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'VERB', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', 'GPE', 'GPE', 'GPE', '', '', 'PERSON', '', '']"
721,721,NUM,What percentage of Americans own their homes ?,perc,"['DET', 'NOUN', 'ADP', 'PROPN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', 'NORP', '', '', '', '']"
722,722,NUM,What 's the first day of the week ?,date,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE', '']"
723,723,LOC,What city was President William McKinley shot in ?,city,"['DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PART', 'PUNCT']","['', '', '', '', 'PERSON', 'PERSON', '', '', '']"
724,724,LOC,What city has the world 's longest subway system ?,city,"['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PART', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
725,725,HUM,"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",ind,"['PRON', 'VERB', 'PRON', 'VERB', 'NUM', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'CARDINAL', '', 'CARDINAL', '', '', '', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
726,726,DESC,What is Bombay duck ?,def,"['PRON', 'VERB', 'PROPN', 'NOUN', 'PUNCT']","['', '', 'GPE', '', '']"
727,727,NUM,How many degrees cooler is the inside of a cucumber than the air outside ?,count,"['ADV', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
728,728,HUM,What double talking `` professor '' holds a doctorate in Nothing ?,ind,"['PRON', 'ADJ', 'VERB', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'GPE', '']"
729,729,LOC,What are the five most expensive cities in the world ?,city,"['PRON', 'VERB', 'DET', 'NUM', 'ADV', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', 'CARDINAL', '', '', '', '', '', '', '']"
730,730,HUM,What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?,ind,"['DET', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'PROPN', 'VERB', 'PROPN', 'PUNCT']","['', 'DATE', 'DATE', 'DATE', '', '', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
731,731,NUM,How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,count,"['ADV', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'NOUN', 'ADJ', 'ADV', 'PART', 'VERB', 'VERB', 'ADP', 'PUNCT']","['', '', '', '', '', '', '', '', 'ORG', 'ORG', '', '', '', '', '', '', '', '']"
732,732,DESC,What is a virtual IP address ?,def,"['PRON', 'VERB', 'DET', 'ADJ', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
733,733,HUM,What was the name of the cook on Rawhide ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'ORG', '']"
734,734,LOC,What county is Chicago in ?,other,"['DET', 'NOUN', 'VERB', 'PROPN', 'ADP', 'PUNCT']","['', '', '', 'GPE', '', '']"
735,735,NUM,What is the wingspan of a condor ?,dist,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
736,736,DESC,What facial feature typically contains about 55 hairs ?,desc,"['DET', 'ADJ', 'NOUN', 'ADV', 'VERB', 'ADV', 'NUM', 'NOUN', 'PUNCT']","['', '', '', '', '', 'CARDINAL', 'CARDINAL', '', '']"
737,737,HUM,"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",ind,"['PRON', 'VERB', 'VERB', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'ADP', 'DET', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'PUNCT', 'PUNCT', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
738,738,DESC,How can I transport files from one computer to another ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'PUNCT']","['', '', '', '', '', '', 'CARDINAL', '', '', '', '']"
739,739,ENTY,What 's the literary term for a play on words ?,termeq,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
740,740,ENTY,What color were their horses ?,color,"['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
741,741,NUM,What does an average daycare provider get paid in New England ?,money,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'LOC', 'LOC', '']"
742,742,HUM,What author landed a 468-pound marlin without harness in the early 193 's ?,ind,"['DET', 'NOUN', 'VERB', 'DET', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NUM', 'PART', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'DATE', 'DATE', 'DATE', 'DATE', '']"
743,743,NUM,How many Americans fought for the British in the American Revolution ?,count,"['ADV', 'ADJ', 'PROPN', 'VERB', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', 'NORP', '', '', '', 'NORP', '', 'EVENT', 'EVENT', 'EVENT', '']"
744,744,ENTY,What kind of education do I need to become a flight attendant ?,other,"['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '']"
745,745,ENTY,What are the two languages of Malta ?,lang,"['PRON', 'VERB', 'DET', 'NUM', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', 'CARDINAL', '', '', 'LOC', '']"
746,746,NUM,How many oceans are there and name them ?,count,"['ADV', 'ADJ', 'NOUN', 'VERB', 'ADV', 'CCONJ', 'VERB', 'PRON', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
747,747,DESC,What happened during the Blackhawk Indian war of 1832 ?,desc,"['PRON', 'VERB', 'ADP', 'DET', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'NUM', 'PUNCT']","['', '', '', '', 'ORG', 'NORP', '', '', 'DATE', '']"
748,748,NUM,How many pairs of legs does a lobster have ?,count,"['ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
749,749,DESC,What does the Latin ante mortem mean ?,def,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['', '', '', 'NORP', '', '', '', '']"
750,750,DESC,What does the name Shawn mean ?,def,"['PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'VERB', 'PUNCT']","['', '', '', '', 'PERSON', '', '']"
751,751,LOC,Where is the Danube ?,other,"['ADV', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', 'ORG', '']"
752,752,HUM,"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?",ind,"['DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'SYM', 'NUM', 'NUM', 'PUNCT', 'ADP', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'MONEY', 'MONEY', 'MONEY', '', '', 'GPE', '', '', '', 'PERSON', 'PERSON', 'PERSON', 'PERSON', '']"
753,753,ENTY,What do you call a group of geese ?,animal,"['PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
754,754,HUM,"Who delivered his last newscast on March 6 , 1981 ?",ind,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NUM', 'PUNCT', 'NUM', 'PUNCT']","['', '', '', '', '', '', 'DATE', 'DATE', 'DATE', 'DATE', '']"
755,755,NUM,"How many times has `` Louie , Louie '' been recorded ?",count,"['ADV', 'ADJ', 'NOUN', 'VERB', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'VERB', 'PUNCT']","['', '', '', '', '', '', 'PRODUCT', '', 'PERSON', '', '', '', '']"
756,756,DESC,How is Answers.com different from KnowPost.com ?,manner,"['ADV', 'VERB', 'PROPN', 'ADJ', 'ADP', 'PROPN', 'PUNCT']","['', '', 'ORG', '', '', 'ORG', '']"
757,757,LOC,What is the longest place name in the U.S. ?,other,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'GPE', '']"
758,758,NUM,What percent liked Thatcher after she had been in power for a decade ?,perc,"['DET', 'NOUN', 'VERB', 'PROPN', 'ADP', 'PRON', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', 'PERSON', '', '', '', '', '', '', '', 'DATE', 'DATE', '']"
759,759,LOC,"Where does Buzz Aldrin want to build a permanent , manned space station ?",other,"['ADV', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '', '', '', '', '', '', '', '', '']"
760,760,ENTY,What was Mel Gibson 's first movie ?,cremat,"['PRON', 'VERB', 'PROPN', 'PROPN', 'PART', 'ADJ', 'NOUN', 'PUNCT']","['', '', 'PERSON', 'PERSON', 'PERSON', 'ORDINAL', '', '']"
761,761,DESC,Why was the L.A. office of Shea and Gould closed ?,reason,"['ADV', 'VERB', 'DET', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'PUNCT']","['', '', '', 'GPE', '', '', 'ORG', 'ORG', 'ORG', '', '']"
762,762,DESC,How do I start a bank ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
763,763,DESC,How do Ouija Boards work ?,manner,"['ADV', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '']"
764,764,ENTY,What horse did Zorro ride ?,animal,"['DET', 'NOUN', 'VERB', 'PROPN', 'VERB', 'PUNCT']","['', '', '', 'ORG', '', '']"
765,765,DESC,How do you get a broken cork out of a bottle ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '']"
766,766,LOC,Where can I find correct tabs for Third Eye Blind songs ?,other,"['ADV', 'VERB', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '']"
767,767,DESC,How do you determine heating requirements for your home ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
768,768,HUM,What former major-league left-handed baseball pitcher was known as `` Space Man '' ?,ind,"['PRON', 'ADJ', 'ADJ', 'PUNCT', 'NOUN', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADP', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
769,769,ENTY,"Which hair care product told us `` hate that gray , wash it away '' ?",product,"['DET', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PRON', 'PUNCT', 'PUNCT', 'VERB', 'DET', 'ADJ', 'PUNCT', 'VERB', 'PRON', 'ADV', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
770,770,DESC,Why did the chicken cross the road ?,reason,"['ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
771,771,HUM,What was Michelangelo 's last name ?,ind,"['PRON', 'VERB', 'PROPN', 'PART', 'ADJ', 'NOUN', 'PUNCT']","['', '', 'PERSON', '', '', '', '']"
772,772,HUM,Who is Barbara Jordan ?,desc,"['PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', 'PERSON', 'PERSON', '']"
773,773,HUM,Who was the Democratic nominee in the American presidential election ?,ind,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', 'NORP', '', '', '', 'NORP', '', '', '']"
774,774,ENTY,What was Connecticut 's first constitution called ?,cremat,"['PRON', 'VERB', 'PROPN', 'PART', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['', '', 'GPE', '', 'ORDINAL', '', '', '']"
775,775,ENTY,What historical event happened in Dogtown in 1899 ?,event,"['PRON', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PROPN', 'ADP', 'NUM', 'PUNCT']","['', '', '', '', '', 'GPE', '', 'DATE', '']"
776,776,DESC,What is being done about the millennium bug ?,def,"['PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
777,777,DESC,What was the claim to fame of King Camp Gillette ?,reason,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '']"
778,778,ENTY,What is the most common kind of skin cancer in the U.S. ?,dismed,"['PRON', 'VERB', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'GPE', '']"
779,779,DESC,What is Olestra ?,def,"['PRON', 'VERB', 'PROPN', 'PUNCT']","['', '', 'ORG', '']"
780,780,LOC,What Asian country has a bill of rights for cows ?,country,"['PRON', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', 'NORP', '', '', '', '', '', '', '', '', '']"
781,781,NUM,How many fingers are used to draw a bow ?,count,"['ADV', 'ADJ', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
782,782,ENTY,What are two plants that clothes are made from ?,plant,"['PRON', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADP', 'PUNCT']","['', '', 'CARDINAL', '', '', '', '', '', '', '']"
783,783,NUM,When was Hurricane Hugo ?,date,"['ADV', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', 'EVENT', 'EVENT', '']"
784,784,ENTY,What is the most heavily caffeinated soft drink ?,food,"['PRON', 'VERB', 'DET', 'ADV', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
785,785,HUM,What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?,ind,"['PRON', 'PROPN', 'PUNCT', 'PART', 'PUNCT', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PART', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'ORDINAL', '', '', 'ORG', '', '', '', '', '', '', 'LOC', 'LOC', '']"
786,786,NUM,What was the price of Varian Associates ' vacuum products division ?,money,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PART', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', '', '', '', '']"
787,787,NUM,When was `` the Great Depression '' ?,date,"['ADV', 'VERB', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', 'EVENT', 'EVENT', 'EVENT', 'EVENT', '']"
788,788,ENTY,What language is mostly spoken in Brazil ?,lang,"['DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'GPE', '']"
789,789,HUM,What college produced the most winning Super Bowl quarterbacks ?,gr,"['DET', 'NOUN', 'VERB', 'DET', 'ADV', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', '', '', '', '', 'EVENT', 'EVENT', '', '']"
790,790,DESC,How do you solve `` Rubik 's Cube '' ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'PROPN', 'PART', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', 'ORG', '', '', '', '']"
791,791,DESC,What is prepared mustard ?,def,"['PRON', 'VERB', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', '']"
792,792,HUM,What classical Spanish writer warned : `` All that glitters is not gold '' ?,ind,"['PRON', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'PUNCT', 'PUNCT', 'PUNCT', 'DET', 'DET', 'NOUN', 'VERB', 'ADV', 'NOUN', 'PUNCT', 'PUNCT']","['', '', 'NORP', '', '', '', '', '', '', '', '', '', '', '', '', '']"
793,793,DESC,What does `` antidisestablishmentarianism '' mean ?,def,"['PRON', 'VERB', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '']"
794,794,HUM,What actor married John F. Kennedy 's sister ?,ind,"['DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['', '', '', 'PERSON', 'PERSON', 'PERSON', 'PERSON', '', '']"
795,795,ENTY,What does a topophobic actor suffer from ?,dismed,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PUNCT']","['', '', '', '', '', '', '', '']"
796,796,HUM,Who fired Maria Ybarra from her position in San Diego council ?,ind,"['PRON', 'VERB', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '', '', '', 'GPE', 'GPE', '', '']"
797,797,NUM,"The italian artist , Maurizio Pellegrin , is how old ?",period,"['DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PUNCT']","['', '', '', '', 'PERSON', 'PERSON', '', '', '', '', '']"
798,798,ENTY,What type of hunting are retrievers used for ?,other,"['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADP', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
799,799,DESC,What is Colin Powell best known for ?,reason,"['PRON', 'VERB', 'PROPN', 'PROPN', 'ADV', 'VERB', 'ADP', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '', '', '']"
800,800,HUM,Who was the first black golfer to tee off in the Masters ?,ind,"['PRON', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PART', 'NOUN', 'PART', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', 'ORDINAL', '', '', '', '', '', '', '', 'ORG', '']"
